Max_Weight,Min_Weight,Mean_Fitness
0.9993182750552783,0.0006480074802814872,209.66606933980228
1.013764990438778,0.001904832942765387,203.01289832695448
1.0333366565958373,0.0023500210696683448,196.3715961071293
1.0478867354356207,0.0011909521217327995,197.40615865660368
1.058676401453259,0.00028710605610151804,183.9600716741756
1.0665511721722118,0.0016940071101507158,178.2151488400925
1.0334259013443485,3.2598186007495866e-05,159.86829514526815
1.0549369694544266,0.00028427560354399306,171.4912619552524
1.0706366888905732,0.0005064694477461065,158.3517930610986
1.0820950315964029,0.0027655999274305842,164.3144772085375
1.0904578318424984,6.386661647470905e-05,157.56139197344282
1.0965613696534697,0.0020937557405779714,146.1762003564926
1.1010159988104136,7.153648120137744e-05,152.75929252480455
1.1042671822290244,0.00028465257487060754,153.13273917215398
1.1066400382511636,0.0017812050111179131,152.369753691624
1.108371852479045,0.0005959183961830794,161.96418729155283
1.1096358063354563,0.001377221015553947,150.02205955089838
1.110558295206039,0.0009126463499851514,148.1477254895021
1.1112315679778515,7.927734513362762e-05,129.64990847870936
1.1117229519280747,0.00021126379638310773,125.53435035932611
1.112081585451731,0.0003971356752650858,127.44833274654361
1.1123433319011862,0.0008411722503480946,126.3400197174812
1.1125343659213858,0.0006407465822925029,122.44963672011728
1.1126737909143496,0.0004042207517206491,112.90384201049329
1.112775549379374,0.00023159384354588125,123.70165953025194
1.1128498171629617,0.00010560316695072252,123.3955017458819
1.112904021043471,1.3649654275657067e-05,123.65208333086524
1.1129435814089534,5.346204574682165e-05,114.68337113265713
1.1129724542959567,0.0001024431031189615,114.64880000803294
1.1129935269931814,0.00013819162357797647,114.83709288406708
1.11300890677035,0.00016428245916976804,115.15143336592791
1.113020131605179,0.00018332469345351538,127.49227775495376
1.113028323981152,0.00019722254985759323,111.2161201406282
1.1130343031358658,0.00020736581402240937,135.44420344807625
1.1142675846333352,0.00012875597726527124,94.95382345918733
1.1191942922411666,0.0005149763089518167,125.74221353770342
1.1227900191846671,0.0013389878609696463,123.81842445565883
1.1301249497825059,0.0002635163435591815,93.30408076724527
1.1614605195549803,3.0124885632051715e-05,111.92069743050783
1.1843305905008836,0.0002444371126956486,112.04942602212161
1.201022169714806,0.00015274415038804643,109.10514322419206
1.2132044151181396,0.0005150096733232447,115.28527379179819
1.222095551251218,0.0005983272629500034,102.17112755766212
1.2285846917273486,0.000659136088180921,120.31481825062788
1.233320750594145,0.00021132956213581414,132.62963162507413
1.2367773337382866,3.236580936839372e-05,101.83623522443095
1.2393000994741874,0.000270381745554435,108.31968922368203
1.2411413243754377,0.0004913401678859103,117.88549794493264
1.2424851309321625,0.0006526052998591797,104.81836392270908
1.2434658998000343,0.0007703036546715702,102.17027488089981
1.2441817078658401,0.0008052935387674812,94.38386293061325
1.2447041359361608,0.0008101891389383674,105.41408851689528
1.2450854268180283,0.0008137621623122489,107.9472514270687
1.245363709599629,0.0008163699112265137,97.94458324622885
1.2455668125591235,0.0008182731605725883,112.36081731866369
1.245715045992461,0.0008196622352850802,99.88052482388663
1.2458232332429755,0.0008206760428352386,113.99085155621742
1.2459021930357181,0.0008214159639780794,120.88108316208196
1.2459598213499632,0.0008219559908278865,108.63078153234297
1.2460018810171352,0.0008223501260696407,112.77666760444492
1.2460325780039514,0.0008226377832275175,101.84894576307568
1.2460549820090936,0.0008228477280173046,96.97151723800802
1.2460713334330757,0.0008230009549179806,99.6914899907679
1.2460832674182962,0.0008231127866196131,104.05922550951418
1.246091977363277,0.0008231944062923654,110.34604871676402
1.2460983342625163,0.0008232539759035128,116.20562345054215
1.2461029738059377,0.0008232974524141699,108.84786850133077
1.2461063599478837,0.0008233291834754024,103.69010165722725
1.2461088313025486,0.0008233523421933337,100.70697825250853
1.246110635005399,0.000823369244439757,107.99537174753945
1.24611195142672,0.0008233815804393143,105.13899025678533
1.2461129122086438,0.0008233905837919616,107.95042544321039
1.2461136134293627,0.0008233971548329636,117.6889497680043
1.2461141252109484,0.0008234019506664204,120.16694622283359
1.2461144987315596,0.0008234054508756778,102.86922875403481
1.2461147713432574,0.0008234080054816614,111.73786629406719
1.2461149703072116,0.0008234098699449697,106.35568553632015
1.2461151155198178,0.0008234112307119334,106.26269631685076
1.2461152215023363,0.000823412223859249,119.27650665053702
1.246115298853019,0.000823412948701648,110.95100202912774
1.2461153553069344,0.0008234134777233702,126.28216474673921
1.2461153965094738,0.000823413863826588,109.31978105601753
1.2461154265808911,0.0008234141456216231,97.38124786641096
1.2462118307912533,0.000848473168578811,92.10169860986367
